date,channel,spend,clicks,impressions
2023-03-18,fb_ads,3568.97,289,2601
2023-01-11,Email,3677.95,158,2844
2023-03-04,Email,4086.6,227,4086
2023-03-30,Google Ads,5912.5,43,774
2023-04-24,Organic,7043.27,314,5338
2023-01-07,googleads,2899.63,122,1220
2023-06-08,Email,4099.49,139,973
2023-05-20,googleads,5447.85,44,836
2023-01-01,Facebook Ads,,323,3876
2023-06-10,googleads,3143.56,299,3289
2023-01-10,Google Ads,5710.68,55,770
2023-05-06,Google Ads,,190,3040
2023-06-12,Email,4089.07,219,2190
2023-01-14,googleads,5949.27,256,2560
2023-02-13,Facebook Ads,7356.51,232,1624
2023-01-10,Facebook Ads,2248.73,162,1782
2023-03-30,Facebook Ads,10886.1,257,4883
2023-04-22,Organic,9738.57,311,3732
2023-03-19,Google Ads,5483.6,224,1568
2023-02-03,fb_ads,4926.84,60,900
2023-03-12,email_marketing,5036.09,296,2960
2023-04-05,Email,3800.72,232,3248
2023-04-26,Email,6703.18,127,1270
2023-04-29,email_marketing,,118,708
2023-06-01,googleads,3355.67,96,1248
2023-04-29,Facebook Ads,3199.1,313,4695
2023-06-07,email_marketing,3169.05,210,3570
2023-05-02,Google Ads,3994.26,294,2058
2023-03-23,Google Ads,,269,5111
2023-05-22,fb_ads,5612.27,181,1448
2023-01-14,Email,2616.25,355,2840
2023-02-22,Organic,3480.65,253,4807
2023-02-25,Facebook Ads,7119.13,155,1550
2023-05-22,Google Ads,7076.03,261,4698
2023-03-12,Facebook Ads,8455.93,162,1944
2023-05-20,Facebook Ads,2428.27,159,2385
2023-02-11,email_marketing,,204,3876
2023-03-11,email_marketing,4213.12,47,893
2023-02-21,Organic,5940.97,357,6783
2023-05-30,email_marketing,5928.5,248,2232
2023-01-23,Facebook Ads,6144.89,231,2079
2023-06-06,googleads,6863.33,231,2541
2023-06-06,Organic,4374.65,136,1360
2023-05-27,email_marketing,4502.05,225,3825
2023-06-20,Facebook Ads,4367.83,225,1125
2023-01-07,Google Ads,5878.3,266,1862
2023-03-28,Email,7565.59,206,3502
2023-01-21,Facebook Ads,2384.45,172,860
2023-04-04,Facebook Ads,5088.13,53,424
2023-05-20,email_marketing,7777.33,211,1266
2023-06-25,email_marketing,5762.71,309,1854
2023-06-17,Google Ads,3739.71,245,3920
2023-06-25,Organic,4780.27,185,3700
2023-02-17,email_marketing,3455.62,333,2664
2023-04-22,Google Ads,4249,255,1530
2023-03-11,email_marketing,1249.99,294,3234
2023-01-07,email_marketing,7104.42,207,3726
2023-06-05,Email,4546.12,232,2784
2023-02-05,Organic,9577.58,58,696
2023-06-29,Google Ads,6564.05,127,635
2023-06-08,email_marketing,4960.16,180,3600
2023-04-26,googleads,4143.36,199,1393
2023-04-09,googleads,2731.66,282,1410
2023-06-07,Google Ads,1411.71,243,4374
2023-04-18,Email,,106,636
2023-05-04,googleads,5404.77,75,600
2023-03-26,fb_ads,,86,516
2023-02-23,Facebook Ads,5922.54,126,2394
2023-05-05,Google Ads,,223,2230
2023-06-19,email_marketing,3454.92,195,3120
2023-06-19,Facebook Ads,1972.34,250,1250
2023-01-28,email_marketing,8529.83,423,8037
2023-05-29,Google Ads,5182.34,263,1578
2023-02-17,Email,,320,4160
2023-02-03,Facebook Ads,6552.46,161,2576
2023-02-21,email_marketing,7474.36,179,1969
2023-02-13,email_marketing,4083.95,238,2618
2023-01-22,googleads,2873.29,281,3934
2023-01-02,googleads,2888.02,115,1725
2023-06-12,googleads,3180.62,260,3120
2023-02-25,fb_ads,3766.45,92,644
2023-02-05,fb_ads,3788.64,197,3546
2023-01-04,Facebook Ads,2638.06,107,2140
2023-03-09,Facebook Ads,9222.59,131,2620
2023-02-28,Google Ads,,170,1360
2023-01-08,Organic,4157.29,249,4731
2023-05-23,Google Ads,6896.29,175,3500
2023-04-08,fb_ads,2527.04,301,4214
2023-02-20,Facebook Ads,4809.32,338,3718
2023-03-31,email_marketing,508.83,215,4085
2023-02-26,fb_ads,8837.21,171,1026
2023-06-23,Google Ads,4549.01,223,1338
2023-04-13,Organic,3882.41,175,1225
2023-02-24,fb_ads,,149,2235
2023-01-06,Facebook Ads,7457.71,236,1416
2023-04-06,Google Ads,5501.26,264,2112
2023-06-19,Organic,4471.29,138,2760
2023-03-15,Organic,3794.75,200,3200
2023-04-26,email_marketing,2881.58,159,1908
2023-02-13,Facebook Ads,,369,4428
2023-03-10,email_marketing,547.63,185,1665
2023-01-01,googleads,8451.39,209,3971
2023-02-17,googleads,6506.83,207,3519
2023-06-05,googleads,,20,380
2023-05-13,fb_ads,,137,685
2023-06-04,Facebook Ads,,160,800
2023-05-06,Facebook Ads,8489.72,392,2744
2023-01-18,Google Ads,5434.42,162,1620
2023-06-04,email_marketing,2645.55,237,3081
2023-05-28,Organic,8565.81,180,3240
2023-04-30,Organic,242.01,253,4048
2023-03-12,email_marketing,6970.8,73,1168
2023-06-22,Email,5352.97,236,1652
2023-04-24,Google Ads,4853.79,136,1496
2023-01-10,googleads,7031.87,167,1670
2023-02-07,Organic,2029.63,36,504
2023-02-12,Google Ads,7521.7,249,2739
2023-02-22,googleads,,164,1476
2023-03-04,Organic,3942,113,1356
2023-01-16,email_marketing,4137.09,30,180
2023-02-12,Email,3527.87,175,2625
2023-02-18,Google Ads,6219.76,196,1764
2023-06-24,Google Ads,6589.85,307,4605
2023-05-06,email_marketing,,237,2370
2023-01-07,Organic,5023.73,121,2299
2023-01-13,Google Ads,6479.89,334,3340
2023-04-11,Email,,353,3883
2023-04-21,Google Ads,1948.86,107,1926
2023-02-27,Organic,6710.4,221,1768
2023-05-15,fb_ads,7627.56,198,2772
2023-05-07,Organic,,182,2184
2023-02-28,Facebook Ads,,109,1962
2023-05-05,fb_ads,,269,3228
2023-05-31,fb_ads,5726.01,62,1054
2023-06-12,googleads,,102,1530
2023-06-18,googleads,7353.07,153,2907
2023-05-05,Organic,2828.5,202,2626
2023-01-23,googleads,3719.69,318,2544
2023-01-03,googleads,3530.38,88,1760
2023-04-11,Email,,197,2758
2023-03-21,googleads,3876.14,85,595
2023-01-08,Google Ads,7378.45,253,3036
2023-05-24,fb_ads,4943.56,309,4326
2023-06-06,Facebook Ads,6325.07,134,1608
2023-02-21,email_marketing,,265,5035
2023-05-31,Facebook Ads,5792.73,213,2130
2023-03-14,Google Ads,3307,248,3968
2023-02-26,Email,3489,191,955
2023-05-20,Organic,,147,2205
2023-02-08,Organic,,115,690
2023-03-15,email_marketing,6988.6,220,1540
2023-05-22,Organic,4742.25,159,2544
2023-04-05,Facebook Ads,5970.72,132,2244
2023-05-03,Organic,5611.33,141,846
2023-02-04,Google Ads,,149,2831
2023-06-07,Facebook Ads,4249.19,196,1176
2023-05-21,Organic,5470.91,95,1235
2023-03-01,email_marketing,3384.7,168,2688
2023-01-03,googleads,8010.12,113,791
2023-05-19,email_marketing,5325.59,319,1914
2023-05-22,Google Ads,2374.06,231,2772
2023-04-10,googleads,3395.46,159,2703
2023-02-06,Facebook Ads,3393.78,141,1974
2023-02-17,fb_ads,10443.82,267,4005
2023-02-01,Facebook Ads,7203.48,239,4780
2023-02-02,Organic,1787.49,231,2772
2023-03-30,Organic,7145.86,131,917
2023-02-03,fb_ads,6930.65,256,3328
2023-05-21,Facebook Ads,8704.08,166,3154
2023-06-24,googleads,,171,3249
2023-04-01,Email,7871.14,53,689
2023-03-13,fb_ads,863.25,207,1656
2023-03-22,googleads,,200,3400
2023-06-30,Email,6890.62,155,2170
2023-05-08,email_marketing,1253.99,363,1815
2023-06-28,fb_ads,,115,1610
2023-01-17,email_marketing,7207.44,169,1690
2023-02-09,email_marketing,4873.22,238,4522
2023-01-14,Google Ads,7167.17,173,3287
2023-01-28,Google Ads,8039.9,29,522
2023-05-11,Google Ads,6519.57,132,1188
2023-02-07,Facebook Ads,7744.54,211,3587
2023-06-10,Email,,253,1265
2023-05-19,Email,6786.38,251,2008
2023-03-18,Email,2940.61,161,2254
2023-03-26,Facebook Ads,4991.85,196,1372
2023-02-16,Facebook Ads,6499.49,38,380
2023-06-03,fb_ads,5668.65,176,1056
2023-06-08,Google Ads,3323,140,1680
2023-02-16,Organic,4570.92,88,704
2023-02-10,email_marketing,3597.42,129,1935
2023-06-26,Google Ads,6065.57,135,2430
2023-05-13,Organic,4569.77,323,2907
2023-06-18,Email,6988.7,272,4896
2023-04-21,email_marketing,4000.26,243,4617
2023-04-05,Email,4532.2,184,2576
2023-05-23,fb_ads,5819.37,152,1824
2023-05-01,Organic,7986.01,187,2992
2023-04-24,Google Ads,6236.72,316,2212
2023-06-08,fb_ads,7063.31,87,783
2023-05-13,Google Ads,,268,5092
2023-04-21,googleads,6783.73,110,1210
2023-05-18,Organic,3685.93,279,5301
2023-04-24,googleads,3476.48,176,3168
2023-04-24,email_marketing,8151.75,196,2156
2023-04-09,email_marketing,3546.45,129,1032
2023-01-17,Facebook Ads,5665.44,93,1116
2023-01-13,fb_ads,,226,3842
2023-06-28,email_marketing,7598.3,253,2530
2023-05-18,googleads,3571.87,294,1470
2023-06-11,Email,4400.97,101,1515
2023-04-15,googleads,,315,4095
2023-03-04,Organic,5330.48,201,1809
2023-06-03,email_marketing,8274.42,85,680
2023-03-03,email_marketing,2428.8,70,490
2023-06-24,Google Ads,5745.3,213,2769
2023-03-31,Email,8085.47,219,1971
2023-03-07,Organic,4191.69,200,3000
2023-06-25,Organic,5235.41,66,528
2023-03-20,googleads,10420.66,241,2169
2023-01-15,Email,5420.02,249,4233
2023-06-04,Organic,6418.82,188,1692
2023-03-31,Google Ads,3737.52,247,1482
2023-06-27,Organic,5771.42,135,945
2023-03-19,Organic,7838.07,223,2007
2023-05-20,googleads,6459.64,311,4354
2023-02-08,Email,5043.78,225,2700
2023-02-04,fb_ads,6620.05,142,852
2023-04-25,fb_ads,5108.1,210,1470
2023-05-03,fb_ads,,385,5390
2023-04-12,Email,2185.41,96,768
2023-06-14,Google Ads,7628.45,257,3084
2023-02-03,Facebook Ads,2948.07,248,2480
2023-03-14,Google Ads,7935.7,197,3743
2023-04-28,Email,10197.65,62,558
2023-01-21,email_marketing,6387.65,293,2344
2023-01-10,Facebook Ads,6782.69,183,1830
2023-06-09,fb_ads,4419.12,235,1175
2023-01-25,googleads,6631.51,248,4960
2023-05-04,googleads,7080.12,118,708
2023-05-18,Facebook Ads,4544.46,124,620
2023-01-09,email_marketing,4227.77,281,3653
2023-01-24,Facebook Ads,,408,4080
2023-06-05,Organic,,204,4080
2023-05-14,Organic,5212.37,148,2664
2023-03-30,email_marketing,4884.33,290,4930
2023-01-24,Facebook Ads,5227.94,136,2448
2023-05-23,Email,3149.83,163,2771
2023-06-21,fb_ads,5147.73,295,4425
2023-03-14,Organic,2319.02,174,2610
2023-04-10,Google Ads,5288.62,53,954
2023-02-10,Email,3332.8,145,2320
2023-06-11,email_marketing,3408.06,215,4300
2023-06-04,googleads,4678.88,155,1085
2023-05-01,Google Ads,5855.93,337,2359
2023-02-21,email_marketing,8278.51,46,828
2023-03-15,googleads,6154.14,185,1480
2023-01-31,Google Ads,5310.31,168,1512
2023-05-06,email_marketing,5235.18,212,1272
2023-03-15,Facebook Ads,3842.1,128,1792
2023-05-16,Organic,4102.61,218,2398
2023-05-27,email_marketing,6197.99,268,1340
2023-05-29,fb_ads,,222,1554
2023-01-11,email_marketing,6925.01,293,3223
2023-05-02,Email,4882.33,182,1456
2023-05-12,Facebook Ads,5382.25,108,540
2023-04-29,fb_ads,,259,4921
2023-04-20,Facebook Ads,6283.89,178,2492
2023-06-02,googleads,5435.44,134,670
2023-03-23,fb_ads,6406.98,193,3667
2023-06-16,Google Ads,4448.1,171,2394
2023-04-09,Email,4874.21,164,1476
2023-01-12,Facebook Ads,6316.29,168,2352
2023-04-17,googleads,8185.93,317,5072
2023-03-13,Google Ads,,205,3075
2023-03-20,Facebook Ads,3698.69,173,2422
2023-01-20,googleads,9004.85,175,1575
2023-06-16,googleads,5720.45,243,2916
2023-03-31,Facebook Ads,2998.74,131,1179
2023-04-28,googleads,2587.96,129,1548
2023-01-16,Organic,700.06,243,4131
2023-05-07,fb_ads,9108.39,211,1266
2023-02-23,Email,2167.46,148,1036
2023-01-03,fb_ads,,118,1298
2023-03-22,Email,,264,4224
2023-04-14,Google Ads,,258,3354
2023-03-09,Email,8053.63,352,6336
2023-01-29,Organic,10730.42,127,2286
2023-05-04,Organic,10648.44,171,2052
2023-02-27,Email,3815.07,226,2034
2023-01-15,Email,,231,2310
2023-06-09,Google Ads,2359.85,180,1440
2023-05-15,Email,,195,1755
2023-04-08,Email,5283.19,238,3808
2023-05-27,Email,7341.32,67,871
2023-02-19,Email,6169.05,178,2136
2023-03-07,fb_ads,5333.28,284,1420
2023-04-18,email_marketing,,118,944
2023-04-20,Google Ads,1129.14,156,1872
2023-05-14,email_marketing,7660.86,190,1710
2023-02-07,email_marketing,2319.75,161,1771
2023-02-12,googleads,2024.28,109,1308
2023-04-28,Facebook Ads,5777.64,106,1590
2023-02-04,fb_ads,7225.27,194,1164
2023-02-03,Organic,,177,2655
2023-01-17,Email,6545.7,262,4978
2023-04-15,Email,5670.11,245,4165
2023-04-23,fb_ads,4575.82,243,4131
2023-04-30,Email,,200,4000
2023-01-03,Email,4450.71,163,2119
2023-05-09,googleads,,237,4740
2023-01-11,fb_ads,7621.21,293,5274
2023-06-08,Facebook Ads,2486.87,303,5454
2023-05-19,fb_ads,4363.68,248,3968
2023-05-09,Organic,3187.57,211,2532
2023-06-13,Google Ads,5627.45,81,1458
2023-05-26,email_marketing,6216.53,307,6140
2023-01-03,Google Ads,4650.7,308,3388
2023-03-18,email_marketing,4620.61,267,1602
2023-05-23,Email,,393,1965
2023-02-22,Google Ads,7990.92,177,2832
2023-01-02,Google Ads,1055.82,223,3568
2023-02-23,Facebook Ads,2112.15,235,2585
2023-05-19,Facebook Ads,5823.13,124,1736
2023-03-26,Facebook Ads,,264,4488
2023-01-17,email_marketing,6951.65,200,3800
2023-03-19,googleads,2168.95,278,5282
2023-01-26,Organic,4459.26,88,968
2023-04-02,fb_ads,7704.08,367,2936
2023-04-09,Email,4917.5,372,5952
2023-03-01,email_marketing,,169,2704
2023-06-22,email_marketing,3739.08,330,5940
2023-06-01,googleads,,258,4644
2023-02-17,Facebook Ads,3881.67,163,815
2023-06-24,email_marketing,,169,845
2023-03-03,Email,4190.41,290,4350
2023-05-24,Email,8194.79,251,1757
2023-05-11,email_marketing,3690.46,159,2226
2023-02-17,Facebook Ads,5159.83,225,3150
2023-04-03,fb_ads,3024.27,257,3598
2023-03-21,email_marketing,5171.03,62,620
2023-04-01,email_marketing,3142.15,159,1113
2023-02-09,Email,4854.28,351,5967
2023-03-27,googleads,5476.34,132,1584
2023-06-11,Email,,171,1710
2023-01-13,fb_ads,5649.52,246,2214
2023-05-22,Organic,,198,3168
2023-06-24,Google Ads,8277.92,272,1632
2023-02-27,Facebook Ads,,376,2256
2023-02-16,email_marketing,5653.99,133,2128
2023-04-29,Google Ads,8305.83,366,5124
2023-01-22,Organic,4933.95,159,2067
2023-02-08,Facebook Ads,4655.25,257,2827
2023-01-05,googleads,7555.71,245,3675
2023-05-10,Email,5203.45,319,5104
2023-03-25,fb_ads,4374.33,282,3102
2023-02-26,Email,4423.87,234,4680
2023-06-13,fb_ads,4772.87,195,975
2023-04-01,Google Ads,4245.23,307,2763
2023-04-11,googleads,3534.15,140,2240
2023-05-31,Email,9241.99,278,2224
2023-06-23,Organic,229.77,154,1848
2023-03-23,googleads,1376.02,123,1968
2023-03-23,fb_ads,1277.03,189,1512
2023-02-11,Google Ads,,204,4080
2023-04-22,email_marketing,1749.76,206,4120
2023-05-09,Email,4170.17,320,3520
2023-04-10,googleads,,262,1572
2023-06-16,googleads,4346.77,358,7160
2023-02-21,fb_ads,1893.93,87,1218
2023-01-24,Google Ads,4832.43,380,5320
2023-05-07,Email,4595.32,185,925
2023-05-28,Google Ads,2116.18,275,3850
2023-05-26,Google Ads,6906.35,263,1578
2023-02-12,Facebook Ads,3741.56,143,2145
2023-04-27,Email,2413.76,206,1854
2023-04-29,googleads,2839.19,105,840
2023-01-06,googleads,4152.62,160,1600
2023-01-08,googleads,3924.04,237,4503
2023-03-04,email_marketing,5158.1,176,2816
2023-04-04,email_marketing,5366.03,120,1440
2023-06-24,Facebook Ads,5210.56,212,1060
2023-01-25,fb_ads,1993.91,279,3627
2023-06-25,fb_ads,3237.13,207,3312
2023-04-17,Google Ads,7328.82,274,3288
2023-01-18,Email,5068.67,171,2907
2023-03-23,Google Ads,,253,1265
2023-06-28,email_marketing,3763.27,136,952
2023-03-15,fb_ads,855.29,212,3180
2023-01-27,Email,4834.6,290,3190
2023-02-12,Organic,5718.11,306,1530
2023-04-11,Google Ads,3605.27,291,4656
2023-03-23,Organic,,262,1310
2023-01-21,fb_ads,2082.48,218,4360
2023-05-11,email_marketing,1030.62,178,3382
2023-01-06,Organic,5880.71,158,2212
2023-06-29,Google Ads,2899.12,267,1335
2023-04-13,googleads,4793.07,160,1440
2023-01-12,Google Ads,5083.79,410,7790
2023-03-27,Email,7307.01,293,2051
2023-03-14,Organic,5871.09,213,1278
2023-02-15,googleads,207.84,145,1740
2023-01-05,email_marketing,4038.85,50,700
2023-05-05,Google Ads,2685.17,41,779
2023-06-11,Google Ads,4923.35,265,4770
2023-04-02,fb_ads,7213.55,233,3961
2023-02-02,fb_ads,3073.21,45,495
2023-05-23,googleads,1486.26,98,686
2023-02-10,email_marketing,3222.28,187,2805
2023-02-10,googleads,2971.67,227,1589
2023-06-03,Email,4535.45,200,3800
2023-01-29,fb_ads,7280.5,105,945
2023-06-25,Facebook Ads,5837.41,198,2574
2023-04-12,Email,,270,4860
2023-05-06,Google Ads,6758.03,124,1488
2023-05-19,email_marketing,4635.68,222,3108
2023-05-14,Facebook Ads,,246,2952
2023-01-12,Organic,5562.38,346,3114
2023-06-10,fb_ads,1939.44,190,2660
2023-03-04,Email,3182.99,248,1984
2023-01-26,email_marketing,1765.66,227,3859
2023-03-22,Email,3739.9,141,1833
2023-01-07,fb_ads,,162,1458
2023-06-21,Facebook Ads,7169,197,1773
2023-05-07,Email,6255.36,333,4995
2023-06-12,Organic,,155,2635
2023-02-10,Facebook Ads,5934.5,156,936
2023-06-02,googleads,3991.15,78,858
2023-06-20,email_marketing,6852.51,169,2028
2023-01-06,googleads,5364.2,117,702
2023-05-21,googleads,,139,1251
2023-02-24,Organic,4716.58,270,3780
2023-02-11,Email,6581.52,198,1584
2023-05-27,fb_ads,1463.74,439,6585
2023-04-25,Facebook Ads,8491.72,257,2313
2023-02-27,googleads,3493.59,190,3230
2023-01-09,googleads,,301,2709
2023-05-15,fb_ads,,137,1370
2023-03-23,Organic,4058.49,289,1734
2023-04-06,Organic,,322,4830
2023-01-13,Email,6514.06,179,3043
2023-06-05,Facebook Ads,1483.03,223,2230
2023-06-20,fb_ads,4996.34,211,2954
2023-05-08,Organic,,93,1860
2023-01-06,googleads,6114.82,250,3500
2023-02-14,Google Ads,6364.68,275,4400
2023-02-04,fb_ads,6208.1,167,2171
2023-01-29,fb_ads,4858.33,207,1656
2023-04-02,Organic,5215.4,279,5580
2023-05-26,Organic,,366,5124
2023-05-26,email_marketing,9412.94,206,1030
2023-03-09,Organic,2673.31,298,1788
2023-03-19,email_marketing,3919.25,135,2700
2023-02-07,Email,4203.11,164,1476
2023-06-17,Email,6224.54,75,1275
2023-04-14,Google Ads,2844.56,227,1816
2023-04-24,Organic,6245.89,251,1506
2023-04-23,Facebook Ads,,121,605
2023-01-24,Email,3986.73,219,1314
2023-01-09,googleads,7970.95,36,288
2023-04-21,fb_ads,4558.54,93,1767
2023-03-23,googleads,1695.51,277,2216
2023-04-16,googleads,6089.25,235,3760
2023-02-10,email_marketing,6842.05,161,2093
2023-03-19,Organic,4134.72,374,5984
2023-01-08,fb_ads,4506.86,258,4644
2023-03-20,fb_ads,5012.76,52,416
2023-04-06,Email,910.74,153,1836
2023-05-30,fb_ads,7112.2,263,5260
2023-06-24,email_marketing,6828.15,121,968
2023-02-04,Facebook Ads,8231.74,122,610
2023-03-17,googleads,,199,1990
2023-01-01,Organic,4652.25,307,3377
2023-05-01,email_marketing,3589.78,92,1012
2023-01-04,Google Ads,5039.99,168,1344
2023-02-17,googleads,11754.77,254,2540
2023-06-09,Google Ads,,115,1610
2023-01-09,Facebook Ads,1239.42,117,936
2023-02-24,email_marketing,5229.88,314,4710
2023-03-16,googleads,7243.38,218,1090
2023-01-19,email_marketing,4353.66,221,3094
2023-01-03,Email,3962.72,337,1685
2023-03-26,Google Ads,4621.62,193,2509
2023-06-17,googleads,568.36,184,2024
2023-01-25,googleads,6672.97,114,1254
2023-01-10,Organic,3498.56,263,4208
2023-02-07,email_marketing,2046.69,284,1704
2023-02-21,Google Ads,3935.71,168,1176
2023-06-22,Organic,2752.24,230,4140
2023-04-16,email_marketing,9919.74,262,2620
2023-05-09,Organic,3271.43,290,5220
2023-02-03,fb_ads,4366.64,309,3708
2023-01-25,email_marketing,6613.35,35,595
2023-05-09,Google Ads,,275,3025
2023-06-21,googleads,5303.31,118,2242
2023-03-12,googleads,3732.82,47,799
2023-03-14,Google Ads,4823.25,376,6016
2023-05-07,Facebook Ads,,375,6000
2023-06-19,fb_ads,6764.79,282,3384
2023-02-10,googleads,8948.16,230,1610
2023-05-21,Google Ads,4625.55,282,2820
2023-06-10,Google Ads,7907.68,161,1127
2023-05-25,Google Ads,3556.86,211,4009
2023-01-08,Google Ads,6663,263,2630
2023-04-29,email_marketing,2151.66,352,2816
2023-03-28,fb_ads,3717.67,178,3560
2023-06-12,Email,3194.69,415,7885
2023-04-22,Google Ads,,131,1179
2023-04-26,fb_ads,6727.85,261,3654
2023-03-08,Facebook Ads,4624.55,267,2136
2023-04-07,Facebook Ads,3349.42,160,3040
2023-05-04,Facebook Ads,979.57,94,940
2023-05-17,Google Ads,,331,3641
2023-05-18,Organic,5131.58,333,2664
2023-01-04,Organic,4679.85,180,1440
2023-06-07,email_marketing,5113.02,190,3040
2023-03-11,email_marketing,4569.61,291,3783
2023-02-18,Facebook Ads,5300.27,256,2560
2023-01-09,Organic,,231,4389
2023-03-19,Organic,3059.46,91,637
2023-01-11,Facebook Ads,5297.56,186,3348
2023-04-06,googleads,5174.78,198,3960
2023-03-09,Facebook Ads,10167.15,93,1674
2023-03-13,Organic,,226,2486
2023-02-15,Email,4247.15,225,1350
2023-02-15,fb_ads,,302,4530
2023-05-31,Facebook Ads,1985.55,155,2945
2023-05-30,googleads,5857.52,261,4437
2023-02-19,fb_ads,9386.9,276,1656
2023-01-09,Email,,128,2048
2023-02-25,Organic,3871.42,152,1064
2023-02-17,Organic,6310.47,220,1980
2023-04-21,Google Ads,2352.7,165,2640
2023-02-08,Facebook Ads,,228,1596
2023-05-19,Organic,6137.29,230,4600
2023-02-16,googleads,,218,2616
2023-03-26,Email,4227.95,126,1386
2023-06-28,Organic,5499.22,4,44
2023-05-04,Facebook Ads,,183,3660
2023-03-16,Google Ads,2271.06,125,2375
2023-05-18,Google Ads,6619.32,218,2834
2023-04-05,Facebook Ads,5203.58,224,2688
2023-02-07,email_marketing,5185.26,299,5681
2023-03-10,Email,5246.86,83,664
2023-02-18,Google Ads,8260.26,229,4580
2023-03-22,googleads,3821.49,99,1980
2023-02-11,Organic,5791.83,190,2470
2023-04-10,Email,,172,2580
2023-02-09,fb_ads,3325.24,271,1897
2023-06-20,Organic,6850.56,213,3408
2023-04-13,Organic,6352.71,196,1764
2023-03-14,googleads,5467.73,293,1758
2023-01-14,googleads,6250.64,186,1488
2023-01-11,googleads,,10,70
2023-01-28,Google Ads,,63,1260
2023-01-06,Facebook Ads,3745.81,196,3920
2023-06-18,Organic,4707.04,280,5600
2023-03-18,Email,2884.33,220,1320
2023-01-31,email_marketing,3843.58,223,4237
2023-02-02,Google Ads,4870.46,207,4140
2023-05-25,Organic,3900.15,159,3180
2023-01-15,email_marketing,5574.55,275,1925
2023-02-28,Google Ads,,130,2340
2023-03-22,Email,6226.92,197,1379
2023-04-26,fb_ads,6661,127,1016
2023-06-18,fb_ads,1441.12,157,2826
2023-03-07,Google Ads,3467.29,193,3281
2023-01-14,fb_ads,3726.31,259,3367
2023-05-21,email_marketing,4423.7,212,2968
2023-03-21,Facebook Ads,5315.27,215,1935
2023-01-15,Facebook Ads,4951.74,240,4080
2023-04-01,googleads,3408.69,311,5598
2023-03-16,Facebook Ads,4526.93,95,760
2023-03-26,googleads,5376.15,131,2620
2023-04-18,fb_ads,6330.67,376,4512
2023-03-29,Facebook Ads,3426.86,226,2260
2023-03-11,Google Ads,1488.99,236,4484
2023-02-24,googleads,,150,1050
2023-04-08,Email,2797.43,258,2064
2023-05-13,Facebook Ads,7014.61,201,1005
2023-04-11,googleads,3271.15,327,4578
2023-05-15,email_marketing,3499.18,27,405
2023-06-26,Email,5916.78,111,2220
2023-01-17,Google Ads,6977.22,169,2366
2023-04-07,Email,6207.43,312,3120
2023-06-28,googleads,2582.28,154,2156
2023-03-19,googleads,4848.66,323,3553
2023-02-17,Email,,152,3040
2023-01-05,Facebook Ads,5956.28,153,1377
2023-02-23,fb_ads,5305.05,75,750
2023-02-15,Facebook Ads,,92,1564
2023-02-17,Google Ads,4356.49,197,1379
2023-01-03,email_marketing,8825.38,94,1222
2023-05-09,fb_ads,8967.41,260,3380
2023-01-30,Facebook Ads,5834.19,121,1694
2023-02-13,Google Ads,6142.28,142,2414
2023-05-01,Facebook Ads,7533.32,122,2318
2023-03-03,email_marketing,4773.68,155,1550
2023-01-07,fb_ads,,259,2072
2023-06-15,email_marketing,6070.92,296,3552
2023-06-06,Facebook Ads,1440.25,285,2565
2023-06-20,Organic,10010.9,163,3260
2023-05-19,Google Ads,8790.3,178,1780
2023-02-19,googleads,2255.18,175,2800
2023-03-23,Organic,7096.41,132,1716
2023-06-02,fb_ads,3799.32,247,2964
2023-02-24,email_marketing,5006.12,246,3444
2023-04-26,Facebook Ads,5475.66,238,1666
2023-06-06,Email,4135.4,218,1744
2023-03-24,fb_ads,3145.25,303,2424
2023-06-05,fb_ads,3731.45,290,1740
2023-03-21,fb_ads,4532.79,216,3240
2023-01-30,Organic,4010.07,118,590
2023-03-10,Organic,1510.48,115,1035
2023-05-23,Facebook Ads,4352.18,216,3672
2023-06-01,Email,7020.76,164,1804
2023-03-28,fb_ads,3236.08,84,588
2023-04-21,Email,5960.13,310,4960
2023-03-11,Email,,256,3328
2023-03-11,email_marketing,6277.09,335,6365
2023-02-07,fb_ads,5664.16,251,4769
2023-01-07,Email,4358.43,91,819
2023-04-28,email_marketing,3632.3,199,1393
2023-01-07,Organic,5121.57,354,4956
2023-03-07,Google Ads,5162.55,294,5880
2023-01-26,fb_ads,4129.85,175,2100
2023-05-11,Email,2341.98,140,2100
2023-03-29,googleads,6053.96,200,2600
2023-02-11,Google Ads,6885.88,214,3638
2023-02-12,email_marketing,4295.09,371,2226
2023-01-24,Google Ads,4812.19,293,1758
2023-06-25,Organic,4197.58,256,3840
2023-05-24,email_marketing,,216,3240
2023-01-21,email_marketing,,201,1809
2023-06-27,Facebook Ads,7460.92,242,3388
2023-03-04,googleads,5891.68,62,744
2023-05-02,Email,,232,3016
2023-04-18,Email,,297,1782
2023-04-30,Google Ads,4710.27,232,3944
2023-01-14,email_marketing,5032.75,121,1815
2023-02-20,fb_ads,488.42,234,1404
2023-06-03,email_marketing,5347.89,150,1800
2023-06-04,Organic,1761.65,250,4500
2023-01-17,Facebook Ads,4468.16,244,2684
2023-04-21,googleads,8728.1,28,476
2023-05-27,Google Ads,3600.8,183,2928
2023-03-29,googleads,7909.65,69,483
2023-05-30,googleads,8871.72,210,3570
2023-02-17,Facebook Ads,,184,2392
2023-05-07,fb_ads,4127.47,283,1698
