event_id,user_id,session_id,event_name,event_timestamp,traffic_source,device_category,country
evt_3164,user_2149,sess_6811,purchase,2023-02-22 20:46:00,Google Ads,mobile,US
evt_3165,user_1246,sess_4543,page_view,2023-05-25 12:12:00,organic_search,mobile,UK
evt_3166,user_1223,sess_1945,scroll,2023-06-07 01:46:00,G-Ads,desktop,India
evt_3167,user_869,sess_1915,purchase,2023-04-22 20:49:00,googleads,mobile,India
evt_3168,user_2733,sess_3036,scroll,2023-05-06 19:29:00,Google Ads,tablet,India
evt_3169,user_2079,sess_3017,session_start,2023-04-16 17:44:00,googleads,desktop,UK
evt_3170,user_2352,sess_1490,page_view,2023-05-11 02:21:00,organic_search,desktop,France
evt_3171,user_3307,sess_1357,scroll,2023-05-18 15:58:00,Organic,tablet,France
evt_3172,user_3310,sess_3080,purchase,2023-06-01 03:33:00,organic_search,mobile,France
evt_3173,user_1211,sess_1190,session_start,2023-05-23 15:17:00,Email,tablet,Germany
evt_3174,user_2609,sess_4660,add_to_cart,2023-01-27 17:57:00,Email,tablet,India
evt_3175,user_1206,sess_175,session_start,2023-06-11 12:50:00,fbads,tablet,France
evt_3176,user_3246,sess_1593,add_to_cart,2023-06-12 02:49:00,Facebook Ads,mobile,US
evt_3177,user_3438,sess_6393,add_to_cart,2023-02-23 14:23:00,G-Ads,desktop,Germany
evt_3178,user_2310,sess_4587,page_view,2023-03-16 05:47:00,Google Ads,tablet,Germany
evt_3179,user_635,sess_3261,page_view,2023-03-25 05:27:00,Organic,mobile,
evt_3180,user_1811,sess_1425,add_to_cart,2023-02-26 08:14:00,Facebook Ads,tablet,France
evt_3181,user_903,sess_2669,session_start,2023-06-15 06:30:00,Email,tablet,US
evt_3182,user_3681,sess_4262,add_to_cart,2023-04-30 15:36:00,Google Ads,desktop,India
evt_3183,user_3676,sess_2824,scroll,2023-06-11 12:35:00,googleads,mobile,
evt_3184,user_2320,sess_4998,scroll,2023-03-04 03:20:00,Google Ads,tablet,US
evt_3185,user_1664,sess_4838,purchase,2023-04-10 02:57:00,G-Ads,desktop,
evt_3186,user_1090,sess_766,session_start,2023-03-11 14:52:00,Organic,desktop,Germany
evt_3187,user_2582,sess_597,add_to_cart,2023-01-03 17:14:00,organic_search,desktop,India
evt_3188,user_2753,sess_6805,add_to_cart,2023-05-20 12:51:00,Facebook Ads,tablet,UK
evt_3189,user_2341,sess_2760,page_view,2023-02-15 20:42:00,Facebook Ads,desktop,Germany
evt_3190,user_2218,sess_1221,add_to_cart,2023-04-17 23:18:00,fbads,tablet,UK
evt_3191,user_2565,sess_333,page_view,2023-06-01 13:22:00,G-Ads,desktop,US
evt_3192,user_5,sess_54,session_start,2023-03-21 01:15:00,Organic,desktop,India
evt_3193,user_226,sess_957,scroll,2023-04-02 17:34:00,Facebook Ads,mobile,India
evt_3194,user_2738,sess_1584,session_start,2023-03-02 22:56:00,Google Ads,mobile,India
evt_3195,user_1537,sess_4324,page_view,2023-04-22 10:09:00,fbads,mobile,UK
evt_3196,user_2580,sess_4969,page_view,2023-06-06 03:56:00,Email,mobile,Germany
evt_3197,user_1671,sess_6338,add_to_cart,2023-06-07 02:03:00,Facebook Ads,tablet,Germany
evt_3198,user_2630,sess_3369,add_to_cart,2023-01-10 03:45:00,Email,mobile,
evt_3199,user_1147,sess_2213,page_view,2023-06-13 01:27:00,organic_search,desktop,Germany
evt_3200,user_2453,sess_2307,scroll,2023-01-30 13:09:00,Google Ads,tablet,Germany
evt_3201,user_3627,sess_1145,scroll,2023-05-19 21:27:00,Organic,tablet,US
evt_3202,user_2443,sess_1124,purchase,2023-01-04 13:01:00,googleads,tablet,Germany
evt_3203,user_2970,sess_5124,scroll,2023-06-17 23:54:00,Organic,mobile,US
evt_3204,user_2316,sess_5729,session_start,2023-01-13 03:49:00,fbads,mobile,Germany
evt_3205,user_3837,sess_4293,session_start,2023-02-17 20:11:00,googleads,mobile,US
evt_3206,user_831,sess_3719,add_to_cart,2023-01-17 05:39:00,G-Ads,desktop,UK
evt_3207,user_2929,sess_1403,add_to_cart,2023-03-04 18:11:00,Organic,mobile,Germany
evt_3208,user_2232,sess_649,scroll,2023-01-02 22:29:00,Facebook Ads,mobile,
evt_3209,user_417,sess_644,session_start,2023-01-30 17:49:00,Google Ads,desktop,India
evt_3210,user_897,sess_6147,scroll,2023-02-13 07:43:00,Email,mobile,Germany
evt_3211,user_2031,sess_4474,session_start,2023-06-27 18:06:00,Email,desktop,India
evt_3212,user_780,sess_1788,scroll,2023-01-14 12:46:00,fbads,desktop,UK
evt_3213,user_2428,sess_403,add_to_cart,2023-06-07 09:18:00,Email,mobile,US
evt_3214,user_3540,sess_3241,purchase,2023-04-03 21:23:00,Google Ads,mobile,Germany
evt_3215,user_1129,sess_2333,page_view,2023-02-13 01:19:00,organic_search,mobile,
evt_3216,user_1025,sess_6816,page_view,2023-03-14 12:27:00,organic_search,tablet,India
evt_3217,user_3800,sess_1162,scroll,2023-05-15 21:06:00,organic_search,tablet,France
evt_3218,user_698,sess_1530,page_view,2023-01-03 13:13:00,G-Ads,tablet,India
evt_3219,user_3598,sess_4027,session_start,2023-04-08 14:53:00,G-Ads,mobile,
evt_3220,user_793,sess_2139,session_start,2023-06-19 09:47:00,Organic,mobile,France
evt_3221,user_2237,sess_2787,scroll,2023-05-23 19:04:00,organic_search,mobile,Germany
evt_3222,user_3550,sess_6770,add_to_cart,2023-06-09 05:46:00,Facebook Ads,mobile,France
evt_3223,user_726,sess_4453,purchase,2023-03-16 08:26:00,Google Ads,desktop,US
evt_3224,user_2345,sess_6147,scroll,2023-06-24 17:17:00,Google Ads,desktop,
evt_3225,user_2411,sess_4462,scroll,2023-03-15 07:46:00,googleads,desktop,Germany
evt_3226,user_2868,sess_501,scroll,2023-06-06 17:20:00,organic_search,mobile,Germany
evt_3227,user_2123,sess_6389,add_to_cart,2023-06-06 13:50:00,Google Ads,desktop,India
evt_3228,user_1541,sess_4429,add_to_cart,2023-01-16 08:32:00,G-Ads,mobile,US
evt_3229,user_2578,sess_2862,purchase,2023-05-03 16:14:00,G-Ads,mobile,Germany
evt_3230,user_2781,sess_5404,purchase,2023-01-03 16:48:00,Email,tablet,Germany
evt_3231,user_3839,sess_860,purchase,2023-03-15 17:11:00,G-Ads,tablet,India
evt_3232,user_2142,sess_5336,add_to_cart,2023-01-14 05:51:00,G-Ads,desktop,France
evt_3233,user_1630,sess_3742,session_start,2023-06-23 19:59:00,Google Ads,tablet,France
evt_3234,user_2189,sess_6329,purchase,2023-02-12 19:41:00,Organic,tablet,France
evt_3235,user_2220,sess_2366,session_start,2023-06-08 00:41:00,Google Ads,mobile,US
evt_3236,user_3655,sess_310,purchase,2023-05-26 08:11:00,Google Ads,tablet,
evt_3237,user_2989,sess_1883,session_start,2023-03-20 20:27:00,fbads,tablet,UK
evt_3238,user_2656,sess_1065,purchase,2023-06-10 15:39:00,Email,tablet,France
evt_3239,user_2098,sess_4535,page_view,2023-04-28 19:58:00,googleads,desktop,UK
evt_3240,user_1851,sess_5129,session_start,2023-04-03 09:27:00,organic_search,mobile,
evt_3241,user_2683,sess_3616,page_view,2023-03-06 23:29:00,G-Ads,mobile,France
evt_3242,user_1646,sess_3667,scroll,2023-03-28 22:40:00,Facebook Ads,tablet,
evt_3243,user_765,sess_215,session_start,2023-03-24 06:50:00,fbads,desktop,India
evt_3244,user_3947,sess_5031,page_view,2023-05-11 23:08:00,organic_search,desktop,France
evt_3245,user_2180,sess_4035,scroll,2023-04-09 15:55:00,G-Ads,tablet,France
evt_3246,user_3750,sess_3576,session_start,2023-04-01 12:24:00,G-Ads,mobile,UK
evt_3247,user_2115,sess_4726,add_to_cart,2023-03-31 21:54:00,Google Ads,tablet,France
evt_3248,user_1304,sess_5584,session_start,2023-01-01 02:51:00,Organic,tablet,US
evt_3249,user_2795,sess_5122,add_to_cart,2023-03-09 02:47:00,Google Ads,tablet,UK
evt_3250,user_3617,sess_245,purchase,2023-05-18 13:07:00,Organic,desktop,
evt_3251,user_2538,sess_2719,scroll,2023-04-14 14:50:00,Google Ads,mobile,
evt_3252,user_512,sess_1376,purchase,2023-06-13 19:08:00,G-Ads,tablet,UK
evt_3253,user_3492,sess_3069,purchase,2023-02-15 17:32:00,G-Ads,tablet,Germany
evt_3254,user_1887,sess_4863,scroll,2023-02-05 16:48:00,G-Ads,desktop,France
evt_3255,user_1205,sess_1522,add_to_cart,2023-04-26 09:45:00,G-Ads,tablet,France
evt_3256,user_3029,sess_4720,purchase,2023-05-24 17:31:00,Organic,mobile,US
evt_3257,user_2238,sess_4691,page_view,2023-03-03 22:17:00,Organic,mobile,UK
evt_3258,user_327,sess_5608,purchase,2023-02-03 23:16:00,Email,tablet,Germany
evt_3259,user_729,sess_2813,scroll,2023-01-31 12:36:00,G-Ads,desktop,France
evt_3260,user_908,sess_5691,add_to_cart,2023-03-04 12:00:00,Email,mobile,US
evt_3261,user_3525,sess_4133,page_view,2023-04-12 22:23:00,Organic,desktop,UK
evt_3262,user_106,sess_5291,scroll,2023-04-05 11:15:00,fbads,desktop,France
evt_3263,user_1329,sess_129,session_start,2023-02-28 08:01:00,organic_search,tablet,UK
evt_3264,user_3379,sess_2144,add_to_cart,2023-01-02 09:12:00,Facebook Ads,desktop,
evt_3265,user_2553,sess_983,session_start,2023-05-31 01:32:00,googleads,mobile,Germany
evt_3266,user_2454,sess_3967,add_to_cart,2023-01-09 12:51:00,Facebook Ads,tablet,
evt_3267,user_1367,sess_4768,add_to_cart,2023-02-18 23:51:00,Google Ads,mobile,UK
evt_3268,user_861,sess_3232,purchase,2023-01-17 01:23:00,Email,desktop,Germany
evt_3269,user_441,sess_2677,purchase,2023-02-06 19:50:00,googleads,mobile,
evt_3270,user_711,sess_3000,session_start,2023-06-11 07:25:00,Facebook Ads,desktop,Germany
evt_3271,user_2982,sess_6930,session_start,2023-01-18 17:27:00,Facebook Ads,desktop,Germany
evt_3272,user_3488,sess_2600,page_view,2023-01-03 22:09:00,fbads,mobile,
evt_3273,user_3541,sess_5271,page_view,2023-02-21 14:32:00,googleads,mobile,UK
evt_3274,user_727,sess_3741,scroll,2023-04-23 02:06:00,googleads,tablet,France
evt_3275,user_2146,sess_3874,session_start,2023-01-11 22:45:00,G-Ads,desktop,India
evt_3276,user_1113,sess_2958,add_to_cart,2023-02-12 18:46:00,Email,desktop,US
evt_3277,user_3647,sess_1122,purchase,2023-04-12 11:20:00,Organic,desktop,India
evt_3278,user_3914,sess_2658,session_start,2023-04-03 04:40:00,Organic,desktop,France
evt_3279,user_1812,sess_2290,purchase,2023-06-07 00:43:00,G-Ads,mobile,Germany
evt_3280,user_2893,sess_2768,session_start,2023-03-03 09:37:00,fbads,tablet,
evt_3281,user_1391,sess_6004,session_start,2023-03-18 19:35:00,Email,desktop,
evt_3282,user_3448,sess_5028,purchase,2023-02-02 08:42:00,G-Ads,desktop,France
evt_3283,user_3730,sess_973,page_view,2023-05-28 21:30:00,Organic,desktop,India
evt_3284,user_558,sess_6972,page_view,2023-06-10 15:39:00,Google Ads,mobile,US
evt_3285,user_3284,sess_2514,purchase,2023-04-27 08:33:00,Facebook Ads,tablet,
evt_3286,user_3598,sess_1902,page_view,2023-06-24 11:34:00,Facebook Ads,mobile,
evt_3287,user_3594,sess_6766,page_view,2023-05-26 12:14:00,Email,desktop,India
evt_3288,user_854,sess_46,purchase,2023-03-03 21:10:00,organic_search,mobile,France
evt_3289,user_836,sess_5189,scroll,2023-04-12 03:13:00,G-Ads,tablet,India
evt_3290,user_1163,sess_2485,purchase,2023-06-04 22:36:00,Organic,desktop,France
evt_3291,user_2540,sess_5872,scroll,2023-01-27 05:27:00,organic_search,tablet,US
evt_3292,user_1733,sess_3679,scroll,2023-05-11 22:56:00,fbads,tablet,Germany
evt_3293,user_614,sess_6119,page_view,2023-01-24 14:49:00,Email,tablet,
evt_3294,user_2883,sess_1374,purchase,2023-02-22 09:54:00,Facebook Ads,mobile,France
evt_3295,user_895,sess_6598,add_to_cart,2023-05-09 19:24:00,googleads,tablet,US
evt_3296,user_780,sess_6852,page_view,2023-01-23 23:47:00,Facebook Ads,tablet,US
evt_3297,user_3600,sess_6891,page_view,2023-04-25 03:01:00,fbads,tablet,India
evt_3298,user_242,sess_3090,page_view,2023-06-11 04:43:00,googleads,tablet,US
evt_3299,user_1702,sess_2150,scroll,2023-01-30 03:42:00,Facebook Ads,tablet,France
evt_3300,user_1898,sess_2827,page_view,2023-04-07 22:35:00,G-Ads,desktop,Germany
evt_3301,user_2125,sess_5785,page_view,2023-05-02 02:06:00,organic_search,mobile,US
evt_3302,user_3686,sess_2868,scroll,2023-03-26 12:23:00,Email,desktop,
evt_3303,user_3987,sess_2976,session_start,2023-04-25 06:36:00,fbads,desktop,US
evt_3304,user_1553,sess_1268,session_start,2023-06-21 12:15:00,Google Ads,desktop,US
evt_3305,user_2534,sess_740,session_start,2023-05-29 16:04:00,organic_search,desktop,
evt_3306,user_2269,sess_1976,page_view,2023-03-13 10:50:00,Google Ads,tablet,US
evt_3307,user_2943,sess_3601,page_view,2023-04-28 11:53:00,organic_search,mobile,India
evt_3308,user_1873,sess_5632,add_to_cart,2023-02-06 02:28:00,organic_search,tablet,
evt_3309,user_890,sess_4625,session_start,2023-06-25 23:13:00,G-Ads,mobile,UK
evt_3310,user_745,sess_1414,add_to_cart,2023-04-15 23:24:00,Facebook Ads,tablet,Germany
evt_3311,user_3611,sess_1403,page_view,2023-05-14 09:40:00,Organic,desktop,
evt_3312,user_3498,sess_4794,page_view,2023-04-27 13:45:00,fbads,mobile,France
evt_3313,user_2256,sess_1179,add_to_cart,2023-06-13 05:46:00,G-Ads,desktop,
evt_3314,user_1490,sess_5755,add_to_cart,2023-05-24 16:43:00,Facebook Ads,desktop,France
evt_3315,user_3849,sess_2524,purchase,2023-03-18 01:43:00,googleads,desktop,
evt_3316,user_2641,sess_3794,scroll,2023-02-09 20:14:00,G-Ads,desktop,UK
evt_3317,user_1013,sess_161,session_start,2023-03-02 13:15:00,fbads,desktop,France
evt_3318,user_3321,sess_6349,scroll,2023-04-22 06:25:00,googleads,mobile,Germany
evt_3319,user_2473,sess_6758,session_start,2023-03-21 21:07:00,Google Ads,mobile,France
evt_3320,user_715,sess_3606,page_view,2023-01-30 12:10:00,Google Ads,desktop,US
evt_3321,user_2731,sess_4882,scroll,2023-05-19 07:22:00,organic_search,tablet,India
evt_3322,user_878,sess_4017,purchase,2023-01-26 04:08:00,Facebook Ads,mobile,US
evt_3323,user_116,sess_6655,page_view,2023-01-25 12:35:00,Email,desktop,
evt_3324,user_3239,sess_5949,page_view,2023-04-10 18:09:00,Facebook Ads,mobile,India
evt_3325,user_3619,sess_365,purchase,2023-05-19 12:50:00,organic_search,tablet,
evt_3326,user_3625,sess_3815,session_start,2023-04-02 15:39:00,organic_search,desktop,
evt_3327,user_863,sess_5680,purchase,2023-05-02 11:41:00,Email,mobile,US
evt_3328,user_2611,sess_4383,scroll,2023-06-18 06:20:00,Google Ads,mobile,US
evt_3329,user_72,sess_2279,purchase,2023-02-13 00:21:00,Organic,tablet,India
evt_3330,user_3337,sess_4692,session_start,2023-02-28 09:18:00,googleads,desktop,India
evt_3331,user_1421,sess_6842,add_to_cart,2023-06-23 16:30:00,Facebook Ads,tablet,France
evt_3332,user_3681,sess_767,page_view,2023-05-22 19:15:00,G-Ads,tablet,France
evt_3333,user_686,sess_6384,session_start,2023-05-17 09:38:00,Email,tablet,India
evt_3334,user_379,sess_2481,add_to_cart,2023-03-29 00:16:00,fbads,tablet,
evt_3335,user_2095,sess_1580,page_view,2023-04-22 10:13:00,Facebook Ads,mobile,France
evt_3336,user_1703,sess_3852,page_view,2023-02-08 07:19:00,organic_search,mobile,France
evt_3337,user_3963,sess_944,add_to_cart,2023-03-14 10:05:00,Google Ads,tablet,US
evt_3338,user_2998,sess_1244,page_view,2023-02-07 17:28:00,G-Ads,mobile,
evt_3339,user_3785,sess_5738,scroll,2023-03-16 15:48:00,organic_search,tablet,US
evt_3340,user_220,sess_944,session_start,2023-05-21 10:11:00,googleads,mobile,India
evt_3341,user_1568,sess_3299,page_view,2023-01-24 13:48:00,G-Ads,mobile,India
evt_3342,user_2530,sess_5912,page_view,2023-03-23 06:44:00,G-Ads,tablet,UK
evt_3343,user_2711,sess_6084,session_start,2023-05-19 08:16:00,organic_search,mobile,US
evt_3344,user_3791,sess_5104,add_to_cart,2023-01-07 17:45:00,fbads,tablet,US
evt_3345,user_1768,sess_3116,purchase,2023-02-07 22:31:00,Google Ads,tablet,US
evt_3346,user_1866,sess_5330,purchase,2023-05-22 09:13:00,googleads,mobile,UK
evt_3347,user_722,sess_823,page_view,2023-02-21 18:46:00,Google Ads,tablet,
evt_3348,user_1618,sess_5123,session_start,2023-01-26 14:20:00,Email,mobile,France
evt_3349,user_2724,sess_2676,add_to_cart,2023-01-28 07:55:00,fbads,desktop,US
evt_3350,user_71,sess_6882,session_start,2023-02-05 06:05:00,Email,desktop,
evt_3351,user_1559,sess_6879,page_view,2023-05-28 12:58:00,Google Ads,mobile,
evt_3352,user_2732,sess_4661,session_start,2023-03-04 20:22:00,G-Ads,tablet,France
evt_3353,user_2034,sess_6747,page_view,2023-05-22 07:58:00,googleads,mobile,Germany
evt_3354,user_486,sess_1163,purchase,2023-02-04 17:25:00,Organic,desktop,France
evt_3355,user_1338,sess_4421,purchase,2023-03-12 12:26:00,fbads,mobile,US
evt_3356,user_3467,sess_222,purchase,2023-06-21 09:31:00,googleads,tablet,US
evt_3357,user_106,sess_1154,scroll,2023-06-19 08:02:00,Google Ads,desktop,India
evt_3358,user_1483,sess_5032,add_to_cart,2023-03-29 06:08:00,Facebook Ads,tablet,Germany
evt_3359,user_1139,sess_495,add_to_cart,2023-04-20 01:21:00,Google Ads,desktop,
evt_3360,user_2956,sess_700,scroll,2023-03-19 14:05:00,Google Ads,desktop,US
evt_3361,user_533,sess_1037,purchase,2023-04-07 16:10:00,googleads,desktop,UK
evt_3362,user_1070,sess_1300,page_view,2023-02-10 09:13:00,fbads,mobile,US
evt_3363,user_241,sess_1022,page_view,2023-04-23 03:56:00,Email,desktop,Germany
evt_3364,user_2312,sess_6295,scroll,2023-03-09 02:17:00,Organic,desktop,France
evt_3365,user_266,sess_3039,scroll,2023-04-18 10:17:00,Email,desktop,UK
evt_3366,user_1742,sess_6910,add_to_cart,2023-06-22 04:07:00,Facebook Ads,desktop,Germany
evt_3367,user_3448,sess_872,add_to_cart,2023-06-02 07:54:00,fbads,desktop,Germany
evt_3368,user_12,sess_906,page_view,2023-04-12 00:34:00,Google Ads,mobile,France
evt_3369,user_503,sess_318,add_to_cart,2023-01-05 20:24:00,Organic,tablet,US
evt_3370,user_412,sess_3681,scroll,2023-02-20 06:36:00,googleads,desktop,US
evt_3371,user_1736,sess_4230,page_view,2023-04-10 02:24:00,Google Ads,tablet,India
evt_3372,user_3328,sess_5954,purchase,2023-03-23 12:17:00,googleads,mobile,France
evt_3373,user_125,sess_5897,page_view,2023-06-27 08:20:00,Email,tablet,India
evt_3374,user_1899,sess_692,add_to_cart,2023-04-03 13:04:00,Google Ads,desktop,Germany
evt_3375,user_417,sess_2020,page_view,2023-03-26 02:16:00,Facebook Ads,desktop,India
evt_3376,user_3969,sess_392,purchase,2023-03-07 17:45:00,fbads,desktop,UK
evt_3377,user_818,sess_6563,scroll,2023-02-01 20:30:00,googleads,tablet,US
evt_3378,user_102,sess_143,session_start,2023-03-21 04:57:00,G-Ads,desktop,France
evt_3379,user_3521,sess_4327,purchase,2023-03-23 08:11:00,Organic,tablet,Germany
evt_3380,user_2442,sess_2079,scroll,2023-01-06 09:41:00,Facebook Ads,mobile,France
evt_3381,user_23,sess_2735,add_to_cart,2023-05-03 03:51:00,Facebook Ads,tablet,Germany
evt_3382,user_642,sess_6739,scroll,2023-06-17 20:08:00,fbads,desktop,Germany
evt_3383,user_1790,sess_6744,add_to_cart,2023-01-15 08:51:00,Email,tablet,India
evt_3384,user_2149,sess_1971,add_to_cart,2023-05-08 08:03:00,organic_search,mobile,India
evt_3385,user_236,sess_2180,scroll,2023-03-17 12:18:00,Organic,mobile,UK
evt_3386,user_3953,sess_2707,session_start,2023-01-05 12:56:00,googleads,mobile,India
evt_3387,user_1831,sess_4822,scroll,2023-05-02 08:08:00,organic_search,mobile,UK
evt_3388,user_153,sess_161,purchase,2023-04-17 14:22:00,Facebook Ads,tablet,France
evt_3389,user_279,sess_6722,session_start,2023-05-18 20:38:00,fbads,tablet,India
evt_3390,user_1291,sess_2043,page_view,2023-02-27 15:32:00,G-Ads,mobile,UK
evt_3391,user_2501,sess_4988,session_start,2023-01-07 21:34:00,fbads,tablet,France
evt_3392,user_3366,sess_4071,scroll,2023-05-23 14:24:00,organic_search,tablet,US
evt_3393,user_2655,sess_534,add_to_cart,2023-03-26 07:57:00,organic_search,tablet,India
evt_3394,user_3333,sess_3397,scroll,2023-04-20 18:29:00,fbads,mobile,Germany
evt_3395,user_3720,sess_3130,page_view,2023-01-28 00:32:00,Facebook Ads,desktop,UK
evt_3396,user_3902,sess_403,scroll,2023-03-29 08:40:00,fbads,mobile,US
evt_3397,user_3404,sess_1428,purchase,2023-03-21 12:49:00,G-Ads,mobile,
evt_3398,user_2822,sess_4223,session_start,2023-04-19 08:07:00,fbads,tablet,France
evt_3399,user_3736,sess_934,session_start,2023-03-23 04:54:00,Google Ads,mobile,
evt_3400,user_3370,sess_2164,add_to_cart,2023-06-10 19:44:00,Organic,tablet,US
evt_3401,user_108,sess_1756,scroll,2023-01-10 06:44:00,organic_search,tablet,US
evt_3402,user_433,sess_730,scroll,2023-01-10 23:57:00,G-Ads,tablet,
evt_3403,user_2701,sess_225,purchase,2023-01-18 07:24:00,googleads,mobile,UK
evt_3404,user_2804,sess_5750,session_start,2023-04-15 01:11:00,organic_search,mobile,India
evt_3405,user_343,sess_3641,page_view,2023-05-14 01:35:00,fbads,tablet,France
evt_3406,user_126,sess_6680,page_view,2023-06-26 16:12:00,Organic,desktop,UK
evt_3407,user_2192,sess_1133,add_to_cart,2023-05-18 23:01:00,googleads,desktop,UK
evt_3408,user_2138,sess_4204,add_to_cart,2023-04-14 23:07:00,organic_search,tablet,UK
evt_3409,user_1793,sess_95,session_start,2023-02-01 09:59:00,Google Ads,mobile,UK
evt_3410,user_2213,sess_384,scroll,2023-03-28 08:16:00,Email,desktop,
evt_3411,user_384,sess_6790,add_to_cart,2023-06-03 07:16:00,Facebook Ads,desktop,France
evt_3412,user_349,sess_2454,session_start,2023-03-15 09:44:00,googleads,tablet,
evt_3413,user_345,sess_1293,session_start,2023-06-12 04:47:00,organic_search,tablet,France
evt_3414,user_1108,sess_6484,add_to_cart,2023-04-20 05:00:00,Organic,tablet,France
evt_3415,user_617,sess_3796,scroll,2023-04-16 07:55:00,organic_search,tablet,
evt_3416,user_205,sess_2189,page_view,2023-04-18 04:41:00,Email,mobile,
evt_3417,user_483,sess_2119,page_view,2023-05-24 20:04:00,Organic,mobile,UK
evt_3418,user_1750,sess_361,scroll,2023-06-13 18:21:00,Facebook Ads,mobile,Germany
evt_3419,user_1164,sess_5523,session_start,2023-04-12 14:45:00,Facebook Ads,desktop,
evt_3420,user_1546,sess_2901,page_view,2023-05-22 19:38:00,organic_search,tablet,
evt_3421,user_2745,sess_5253,scroll,2023-02-03 01:58:00,fbads,tablet,India
evt_3422,user_3625,sess_4955,scroll,2023-05-08 19:07:00,fbads,tablet,Germany
evt_3423,user_1572,sess_4480,add_to_cart,2023-05-12 03:16:00,fbads,tablet,Germany
evt_3424,user_105,sess_2177,scroll,2023-04-04 03:39:00,fbads,mobile,India
evt_3425,user_1819,sess_96,add_to_cart,2023-04-13 02:19:00,Email,mobile,Germany
evt_3426,user_584,sess_1310,purchase,2023-04-16 14:02:00,Facebook Ads,tablet,Germany
evt_3427,user_1128,sess_4446,session_start,2023-01-23 18:23:00,Google Ads,tablet,France
evt_3428,user_3933,sess_6467,add_to_cart,2023-02-18 09:48:00,Organic,tablet,
evt_3429,user_2056,sess_1868,session_start,2023-01-08 11:30:00,Organic,mobile,UK
evt_3430,user_1619,sess_3929,add_to_cart,2023-06-29 18:33:00,organic_search,tablet,France
evt_3431,user_280,sess_3481,page_view,2023-04-24 10:58:00,googleads,mobile,UK
evt_3432,user_303,sess_1757,page_view,2023-04-17 18:26:00,Facebook Ads,desktop,
evt_3433,user_3095,sess_4913,add_to_cart,2023-05-30 09:54:00,Facebook Ads,tablet,Germany
evt_3434,user_443,sess_1906,add_to_cart,2023-03-28 11:47:00,Organic,mobile,UK
evt_3435,user_765,sess_2037,page_view,2023-06-17 04:20:00,fbads,desktop,France
evt_3436,user_2094,sess_774,scroll,2023-03-02 12:29:00,Google Ads,mobile,UK
evt_3437,user_3713,sess_2281,purchase,2023-04-01 05:16:00,G-Ads,desktop,India
evt_3438,user_2525,sess_798,scroll,2023-02-27 20:51:00,Google Ads,mobile,
evt_3439,user_1185,sess_2242,page_view,2023-05-24 09:30:00,Organic,desktop,India
evt_3440,user_1926,sess_6190,scroll,2023-06-13 05:11:00,googleads,tablet,US
evt_3441,user_2868,sess_2120,session_start,2023-04-08 23:36:00,Google Ads,tablet,France
evt_3442,user_3918,sess_5976,page_view,2023-06-07 16:55:00,Organic,desktop,France
evt_3443,user_596,sess_794,purchase,2023-01-15 11:51:00,organic_search,desktop,Germany
evt_3444,user_2118,sess_6946,page_view,2023-05-24 07:39:00,Facebook Ads,desktop,France
evt_3445,user_757,sess_3232,scroll,2023-06-22 10:18:00,fbads,tablet,Germany
evt_3446,user_2526,sess_5433,session_start,2023-04-23 09:29:00,Facebook Ads,tablet,France
evt_3447,user_1622,sess_5706,session_start,2023-04-11 01:01:00,organic_search,desktop,France
evt_3448,user_1562,sess_4647,purchase,2023-05-06 08:55:00,googleads,desktop,UK
evt_3449,user_2410,sess_2140,purchase,2023-05-27 06:53:00,Google Ads,mobile,India
evt_3450,user_2514,sess_1105,session_start,2023-05-04 16:52:00,G-Ads,mobile,
evt_3451,user_3200,sess_3914,purchase,2023-02-14 20:31:00,Organic,tablet,India
evt_3452,user_1439,sess_929,page_view,2023-03-28 09:02:00,googleads,desktop,
evt_3453,user_2983,sess_507,add_to_cart,2023-06-01 13:21:00,Organic,mobile,Germany
evt_3454,user_1288,sess_2037,scroll,2023-06-27 15:36:00,G-Ads,mobile,France
evt_3455,user_2373,sess_2130,purchase,2023-03-09 18:59:00,Google Ads,desktop,Germany
evt_3456,user_32,sess_403,page_view,2023-04-19 03:44:00,fbads,mobile,UK
evt_3457,user_2173,sess_4755,purchase,2023-02-02 13:44:00,Google Ads,desktop,Germany
evt_3458,user_1537,sess_5591,purchase,2023-05-23 23:58:00,Organic,desktop,Germany
evt_3459,user_1682,sess_410,purchase,2023-05-24 15:58:00,Organic,desktop,US
evt_3460,user_59,sess_6720,purchase,2023-02-27 07:09:00,Organic,desktop,Germany
evt_3461,user_3098,sess_3630,purchase,2023-04-08 20:27:00,Google Ads,tablet,Germany
evt_3462,user_3206,sess_2528,purchase,2023-06-25 15:05:00,Facebook Ads,mobile,France
evt_3463,user_3299,sess_4986,page_view,2023-03-19 09:30:00,G-Ads,mobile,UK
evt_3464,user_1058,sess_6545,scroll,2023-06-09 10:48:00,Organic,mobile,
evt_3465,user_755,sess_6312,scroll,2023-03-03 06:13:00,fbads,mobile,India
evt_3466,user_1625,sess_5183,purchase,2023-04-20 21:23:00,Email,mobile,India
evt_3467,user_38,sess_5692,scroll,2023-01-30 04:12:00,G-Ads,mobile,US
evt_3468,user_624,sess_2410,add_to_cart,2023-06-25 08:37:00,organic_search,desktop,Germany
evt_3469,user_2843,sess_5380,scroll,2023-02-26 13:06:00,Organic,mobile,UK
