transaction_id,customer_id,revenue,product_category,transaction_date
txn_1691,user_75,2469.36,Footwear,2023-01-24
txn_1692,user_891,1620.08,Footwear,2023-01-14
txn_1693,user_485,2697.04,Footwear,2023-03-06
txn_1694,user_2805,923.22,Beauty,2023-03-08
txn_1695,user_1593,2101.1,Footwear,2023-04-30
txn_1696,user_253,3551.14,,2023-03-26
txn_1697,user_3751,1199.73,Accessories,2023-01-06
txn_1698,user_863,1457.8,Accessories,2023-05-12
txn_1699,user_719,2411.13,Apparel,2023-06-08
txn_1700,user_2979,2143.67,Accessories,2023-06-28
txn_1701,user_2023,2280.5,Accessories,2023-04-06
txn_1702,user_1312,2391.35,Footwear,2023-01-26
txn_1703,user_1625,2507.78,,2023-06-16
txn_1704,user_3713,2887.76,,2023-03-25
txn_1705,user_3602,2327.85,Accessories,2023-01-01
txn_1706,user_632,1806.99,,2023-03-14
txn_1707,user_3271,2538.06,Accessories,2023-05-14
txn_1708,user_3344,3519.91,Beauty,2023-01-14
txn_1709,user_1895,1893.89,,2023-05-09
txn_1710,user_1155,1220.38,,2023-02-21
txn_1711,user_3936,2885.66,Footwear,2023-05-17
txn_1712,user_2598,1903.7,,2023-04-15
txn_1713,user_3591,261.86,,2023-05-16
txn_1714,user_60,-2677.94,Beauty,2023-06-11
txn_1715,user_2779,1571.74,,2023-02-16
txn_1716,user_2172,1927.57,Accessories,2023-02-20
txn_1717,user_132,2265.58,,2023-02-24
txn_1718,user_3059,2152.4,Apparel,2023-03-07
txn_1719,user_3556,2567.56,Apparel,2023-04-21
txn_1720,user_3396,1651.61,Footwear,2023-06-17
txn_1721,user_1824,-2410.48,,2023-02-11
txn_1722,user_2035,1792.36,,2023-02-05
txn_1723,user_3671,-2591.05,,2023-06-13
txn_1724,user_3500,2492.29,Footwear,2023-06-16
txn_1725,user_2542,1251.65,Apparel,2023-04-24
txn_1726,user_2336,2868.79,Footwear,2023-06-04
txn_1727,user_3727,1571.23,,2023-05-24
txn_1728,user_2100,2646.45,Apparel,2023-03-09
txn_1729,user_2081,2293.83,Apparel,2023-03-31
txn_1730,user_3164,3470.55,,2023-04-02
txn_1731,user_3541,1821.23,Accessories,2023-05-23
txn_1732,user_3102,1720.55,Accessories,2023-06-12
txn_1733,user_181,1984.46,Accessories,2023-05-08
txn_1734,user_3965,1757.46,Apparel,2023-06-24
txn_1735,user_2099,2639.95,,2023-04-29
txn_1736,user_1999,706.95,Accessories,2023-01-20
txn_1737,user_1325,1157.05,Beauty,2023-06-06
txn_1738,user_2412,1145.76,Footwear,2023-06-01
txn_1739,user_470,2760.25,Footwear,2023-04-27
txn_1740,user_2589,3368.49,Apparel,2023-06-10
txn_1741,user_259,1916.44,,2023-03-14
txn_1742,user_2762,-1864.94,,2023-05-03
txn_1743,user_3469,2056.04,Footwear,2023-02-28
txn_1744,user_47,2929.5,,2023-05-29
txn_1745,user_1270,1258.12,,2023-06-02
txn_1746,user_410,2190.7,Accessories,2023-06-17
txn_1747,user_3320,2780.16,,2023-03-19
txn_1748,user_568,2400.88,Beauty,2023-05-06
txn_1749,user_3365,2151.67,Accessories,2023-01-27
txn_1750,user_1776,2800.84,Beauty,2023-03-13
txn_1751,user_3759,-162.59,Beauty,2023-04-23
txn_1752,user_2277,2542.3,Beauty,2023-02-22
txn_1753,user_2802,1476.74,Beauty,2023-03-17
txn_1754,user_969,535.49,,2023-06-30
txn_1755,user_466,-2408.96,Beauty,2023-05-13
txn_1756,user_1512,3098.93,Accessories,2023-02-05
txn_1757,user_1273,-1890.04,Beauty,2023-01-31
txn_1758,user_1763,2762.3,Accessories,2023-05-06
txn_1759,user_2244,3289.82,Beauty,2023-06-13
txn_1760,user_1016,3051.93,,2023-02-22
txn_1761,user_710,3311.97,Apparel,2023-02-01
txn_1762,user_3490,-2593.7,Footwear,2023-06-18
txn_1763,user_3785,2060.35,,2023-05-14
txn_1764,user_832,718.43,Accessories,2023-05-27
txn_1765,user_2732,1803.15,Accessories,2023-01-20
txn_1766,user_219,-1325.4,,2023-02-03
txn_1767,user_187,3736.75,,2023-04-27
txn_1768,user_3327,1859.29,Accessories,2023-06-29
txn_1769,user_2295,-2098.56,Accessories,2023-06-25
txn_1770,user_1946,2441.19,Apparel,2023-05-31
txn_1771,user_3563,2034.88,Footwear,2023-02-18
txn_1772,user_3190,3356.04,Footwear,2023-01-18
txn_1773,user_708,1501.88,,2023-05-18
txn_1774,user_632,2155.69,Beauty,2023-01-03
txn_1775,user_2085,1406.02,,2023-05-08
txn_1776,user_177,943.98,Beauty,2023-05-13
txn_1777,user_2637,1510.58,Beauty,2023-03-10
txn_1778,user_3000,1970.37,,2023-03-15
txn_1779,user_671,1656.56,Footwear,2023-06-23
txn_1780,user_1269,1446.06,Apparel,2023-02-14
txn_1781,user_1582,874.95,Apparel,2023-06-11
txn_1782,user_1305,1933.52,,2023-03-16
txn_1783,user_1633,796.22,,2023-06-10
txn_1784,user_540,2608.04,Apparel,2023-05-04
txn_1785,user_3175,2065.95,,2023-04-28
txn_1786,user_611,833.96,Footwear,2023-06-29
txn_1787,user_476,1752.63,,2023-06-15
txn_1788,user_1793,1398.27,,2023-04-16
txn_1789,user_3859,2255.34,Footwear,2023-03-19
txn_1790,user_3093,3072.36,Accessories,2023-03-01
txn_1791,user_2385,499.86,Accessories,2023-01-12
txn_1792,user_2249,2092.02,,2023-01-06
txn_1793,user_2819,1871.89,,2023-03-24
txn_1794,user_1595,2537.07,,2023-05-09
txn_1795,user_189,2170.56,,2023-03-19
txn_1796,user_1141,-1398.42,Footwear,2023-04-26
txn_1797,user_2120,1744.76,,2023-02-03
txn_1798,user_2700,1363.18,,2023-03-12
txn_1799,user_2532,2860.81,Apparel,2023-06-25
txn_1800,user_3586,2017.05,Accessories,2023-04-28
txn_1801,user_2456,-3520.95,Accessories,2023-04-27
txn_1802,user_1337,-1951.47,Footwear,2023-05-06
txn_1803,user_2593,1433.27,Beauty,2023-06-13
txn_1804,user_74,789.03,Beauty,2023-01-06
txn_1805,user_3670,557.49,Footwear,2023-03-05
txn_1806,user_2800,732.69,Apparel,2023-06-24
txn_1807,user_67,-2213.7,,2023-02-14
txn_1808,user_2434,2406.98,Apparel,2023-04-18
txn_1809,user_2613,735.05,,2023-02-05
txn_1810,user_2564,2716.03,Accessories,2023-06-11
txn_1811,user_1285,1613.55,,2023-02-07
txn_1812,user_612,2117.43,Footwear,2023-01-31
txn_1813,user_524,3289.78,Apparel,2023-04-13
txn_1814,user_2554,-2717.47,Accessories,2023-05-18
txn_1815,user_3356,1785.18,Footwear,2023-02-08
txn_1816,user_933,1287.05,Footwear,2023-02-27
txn_1817,user_1250,278.55,Accessories,2023-01-19
txn_1818,user_3681,1424.68,Beauty,2023-01-15
txn_1819,user_2113,1831.1,,2023-06-14
txn_1820,user_2735,-1210.26,,2023-05-30
txn_1821,user_2655,1894.99,,2023-06-21
txn_1822,user_684,2061.48,Footwear,2023-02-24
txn_1823,user_2809,1820.12,Footwear,2023-02-15
txn_1824,user_2057,1480,Accessories,2023-04-19
txn_1825,user_3090,2134.92,Beauty,2023-01-31
txn_1826,user_2465,2353.55,Beauty,2023-01-21
txn_1827,user_186,1127.68,Apparel,2023-05-11
txn_1828,user_1639,3128.75,Apparel,2023-03-03
txn_1829,user_2635,1921.13,,2023-03-23
txn_1830,user_2932,2015.08,Footwear,2023-01-21
txn_1831,user_3192,2566.57,,2023-04-02
txn_1832,user_3381,2186.57,Beauty,2023-02-03
txn_1833,user_633,2762.51,,2023-01-14
txn_1834,user_3578,2229.7,,2023-06-06
txn_1835,user_3762,1510.05,,2023-05-07
txn_1836,user_3286,2289.2,Accessories,2023-02-12
txn_1837,user_3722,1085.02,Accessories,2023-06-07
txn_1838,user_2798,2086.85,Footwear,2023-01-09
txn_1839,user_895,1973.42,,2023-04-04
txn_1840,user_2654,-1833.51,Footwear,2023-04-23
txn_1841,user_3440,1897.17,Footwear,2023-02-07
txn_1842,user_3008,-494.52,Apparel,2023-04-13
txn_1843,user_2699,-1561.02,,2023-05-21
txn_1844,user_1010,-2074.28,Beauty,2023-05-05
txn_1845,user_997,2127.89,,2023-06-20
txn_1846,user_1564,1177.86,Accessories,2023-05-10
txn_1847,user_1458,3012.57,Beauty,2023-05-05
txn_1848,user_3912,-1307.06,,2023-03-23
txn_1849,user_1917,2775.57,Footwear,2023-03-01
txn_1850,user_1362,2341.76,,2023-02-24
txn_1851,user_2044,1483.02,,2023-01-10
txn_1852,user_756,3420.25,,2023-06-01
txn_1853,user_3746,1045.09,,2023-01-15
txn_1854,user_1338,2735.32,,2023-03-16
txn_1855,user_2782,2800.47,Beauty,2023-01-27
txn_1856,user_3900,1463.5,Beauty,2023-05-15
txn_1857,user_491,3113.97,,2023-01-12
txn_1858,user_1890,1799.96,Beauty,2023-02-09
txn_1859,user_1147,2230.95,,2023-06-07
txn_1860,user_1447,2208.26,Accessories,2023-06-18
txn_1861,user_545,1892.55,Accessories,2023-04-20
txn_1862,user_475,2648.65,,2023-03-04
txn_1863,user_3679,2634.79,Footwear,2023-01-14
txn_1864,user_324,601.17,,2023-06-27
txn_1865,user_3401,3043.47,Apparel,2023-01-29
txn_1866,user_1828,670.01,Accessories,2023-03-27
txn_1867,user_2841,2826.04,Beauty,2023-03-17
txn_1868,user_1966,2901.36,Apparel,2023-01-12
txn_1869,user_3646,1127.23,,2023-03-19
txn_1870,user_3550,1671.35,,2023-06-04
txn_1871,user_3234,1115.44,,2023-05-25
txn_1872,user_174,1828.06,Beauty,2023-02-01
txn_1873,user_2872,1753.57,,2023-05-06
txn_1874,user_2128,2623.73,,2023-05-12
txn_1875,user_215,3048.25,Footwear,2023-03-15
txn_1876,user_3078,3116.55,Footwear,2023-02-26
txn_1877,user_2763,1550.27,Apparel,2023-01-03
txn_1878,user_2295,1832.62,Accessories,2023-01-31
txn_1879,user_3680,653.25,Apparel,2023-03-23
txn_1880,user_2896,1355.3,,2023-01-05
txn_1881,user_3314,2771.88,,2023-02-19
txn_1882,user_225,3292.47,Footwear,2023-05-11
txn_1883,user_3864,1012.52,Apparel,2023-02-18
txn_1884,user_3079,1526.03,Footwear,2023-01-27
txn_1885,user_3387,1978.88,Beauty,2023-02-26
txn_1886,user_448,2224.13,,2023-05-27
txn_1887,user_1513,1352.32,Apparel,2023-03-11
txn_1888,user_2257,2339.25,,2023-05-20
txn_1889,user_444,1620.93,,2023-05-08
txn_1890,user_2875,1988.44,,2023-04-29
txn_1891,user_936,2437.03,Footwear,2023-06-14
txn_1892,user_2390,2005.14,Beauty,2023-05-15
txn_1893,user_160,1650.89,Footwear,2023-05-14
txn_1894,user_964,1912.31,,2023-06-19
txn_1895,user_2356,1929.31,Beauty,2023-02-23
txn_1896,user_3581,1703.99,,2023-01-10
txn_1897,user_1719,1792.96,Accessories,2023-04-20
txn_1898,user_3402,3278.92,Beauty,2023-02-20
txn_1899,user_3719,-2448.74,Footwear,2023-05-19
txn_1900,user_261,1763.62,,2023-01-18
txn_1901,user_3741,2557.56,Accessories,2023-05-20
txn_1902,user_1610,1732.94,Beauty,2023-06-16
txn_1903,user_1556,2938.5,,2023-04-15
txn_1904,user_3469,2295.71,Accessories,2023-03-11
txn_1905,user_3381,1914.16,Apparel,2023-01-31
txn_1906,user_2236,2358.17,Apparel,2023-01-28
txn_1907,user_1406,743.3,Footwear,2023-04-23
txn_1908,user_3188,1098.59,Accessories,2023-03-27
txn_1909,user_3637,1044.86,Apparel,2023-01-27
txn_1910,user_2065,2114.35,,2023-05-07
txn_1911,user_556,3386.01,Accessories,2023-02-14
txn_1912,user_3500,3785.04,Footwear,2023-02-11
txn_1913,user_2625,2510.44,Footwear,2023-05-05
txn_1914,user_2832,2400.68,Accessories,2023-02-10
txn_1915,user_470,559.15,Footwear,2023-05-05
txn_1916,user_3190,1565.86,,2023-02-07
txn_1917,user_989,-1369.77,Apparel,2023-06-29
txn_1918,user_1092,1503.32,Apparel,2023-04-09
txn_1919,user_1572,1865.48,Footwear,2023-05-19
txn_1920,user_650,1622.33,Beauty,2023-04-04
txn_1921,user_3255,416.56,Footwear,2023-04-30
txn_1922,user_1806,2598.33,,2023-05-27
txn_1923,user_2085,1141.81,Beauty,2023-01-07
txn_1924,user_1444,2191.4,Accessories,2023-04-11
txn_1925,user_3763,3659.27,,2023-04-23
txn_1926,user_1174,1264.49,Apparel,2023-06-07
txn_1927,user_1561,-24.23,Footwear,2023-03-08
txn_1928,user_2829,1771.2,Beauty,2023-06-10
txn_1929,user_2440,2880.77,Apparel,2023-04-20
txn_1930,user_2847,3566.68,Beauty,2023-02-10
txn_1931,user_2516,1016.36,Apparel,2023-05-08
txn_1932,user_1968,2397.36,Beauty,2023-01-05
txn_1933,user_1334,1627.75,,2023-01-01
txn_1934,user_3745,1915.24,,2023-01-17
txn_1935,user_350,4115.47,Apparel,2023-01-09
txn_1936,user_1975,797.62,Beauty,2023-05-19
txn_1937,user_969,2202.99,Apparel,2023-05-13
txn_1938,user_3407,2374.15,,2023-04-15
txn_1939,user_833,2868.63,Accessories,2023-01-19
txn_1940,user_2404,2078.39,,2023-01-13
txn_1941,user_852,2246.44,Footwear,2023-03-23
txn_1942,user_232,1686.68,Apparel,2023-06-09
txn_1943,user_815,2215.3,,2023-02-08
txn_1944,user_660,1725.45,Accessories,2023-06-16
txn_1945,user_1193,2497.26,Accessories,2023-06-18
txn_1946,user_2841,1704.31,Accessories,2023-03-14
txn_1947,user_3737,2301.68,Footwear,2023-04-24
txn_1948,user_2125,1976.59,,2023-06-03
txn_1949,user_3426,2900.84,Accessories,2023-04-23
txn_1950,user_3345,1958.89,,2023-04-28
txn_1951,user_3778,581.57,Beauty,2023-03-21
txn_1952,user_98,3009.54,Beauty,2023-05-23
txn_1953,user_1588,1275.41,,2023-03-08
txn_1954,user_515,1476.99,,2023-04-07
txn_1955,user_495,1523.47,Beauty,2023-06-05
txn_1956,user_3989,3099.55,Footwear,2023-02-18
txn_1957,user_1855,291.46,,2023-02-03
txn_1958,user_1300,4510.2,,2023-02-22
txn_1959,user_3736,-2844.85,Beauty,2023-05-13
txn_1960,user_3521,2178.59,,2023-01-08
txn_1961,user_2459,-1956.08,,2023-01-20
txn_1962,user_722,2228.44,Footwear,2023-04-14
txn_1963,user_890,2416.9,,2023-05-23
txn_1964,user_458,2516.17,Beauty,2023-01-20
txn_1965,user_138,2444.48,Beauty,2023-02-13
txn_1966,user_699,2071.66,,2023-01-27
txn_1967,user_2490,1842.13,Accessories,2023-04-18
txn_1968,user_535,1878.98,,2023-03-15
txn_1969,user_1191,1844.07,,2023-02-16
txn_1970,user_3267,2907.02,,2023-03-07
txn_1971,user_115,2474.85,Apparel,2023-02-12
txn_1972,user_1454,-352.31,Footwear,2023-01-15
txn_1973,user_177,2524.72,Footwear,2023-01-12
txn_1974,user_2305,2155.79,,2023-02-10
txn_1975,user_2050,1985.03,Apparel,2023-02-09
txn_1976,user_1195,1689.19,,2023-04-12
txn_1977,user_2698,2899.29,,2023-04-30
txn_1978,user_2102,2758.02,Footwear,2023-01-25
txn_1979,user_2008,1381.7,,2023-03-10
txn_1980,user_206,2325.64,Footwear,2023-05-02
txn_1981,user_1435,-1222.67,Beauty,2023-04-17
txn_1982,user_3632,896.31,,2023-03-08
txn_1983,user_2173,1498.63,,2023-06-17
txn_1984,user_417,2689.91,,2023-04-08
txn_1985,user_2027,2762.5,Apparel,2023-05-23
txn_1986,user_1191,2410.47,Apparel,2023-06-09
txn_1987,user_629,-2580.08,,2023-03-11
txn_1988,user_2546,2412.94,Accessories,2023-03-05
txn_1989,user_3234,1486.81,Apparel,2023-05-26
txn_1990,user_1075,-2345.54,Beauty,2023-05-19
txn_1991,user_1188,2640.33,Accessories,2023-06-12
txn_1992,user_3304,2603.43,Footwear,2023-06-27
txn_1993,user_1033,-2951.13,Apparel,2023-01-13
txn_1994,user_3423,2566.64,Footwear,2023-05-21
txn_1995,user_1855,2281.16,,2023-06-08
txn_1996,user_1941,2856.12,Accessories,2023-05-01
txn_1997,user_3217,1978.78,,2023-03-24
txn_1998,user_194,1294.5,Footwear,2023-03-28
txn_1999,user_2528,1869.55,,2023-01-31
txn_2000,user_2712,1404.08,Footwear,2023-05-02
txn_2001,user_692,1459.86,Accessories,2023-06-23
txn_2002,user_3191,1884.39,Accessories,2023-03-22
txn_2003,user_2561,-1366.06,,2023-01-04
txn_2004,user_1856,1753.63,,2023-02-03
txn_2005,user_1353,485.11,Beauty,2023-05-01
txn_2006,user_3960,2170.63,Footwear,2023-06-08
txn_2007,user_1537,2000.96,Beauty,2023-05-14
txn_2008,user_784,1346.33,Beauty,2023-03-23
txn_2009,user_3662,-2527.4,Footwear,2023-05-20
txn_2010,user_19,2750.06,Footwear,2023-04-14
txn_2011,user_3092,713.95,Accessories,2023-01-04
txn_2012,user_2494,1389.82,Apparel,2023-04-28
txn_2013,user_855,1384.69,Footwear,2023-02-13
txn_2014,user_2529,1248.08,Apparel,2023-05-08
txn_2015,user_1599,2663.58,Apparel,2023-02-25
txn_2016,user_1639,-1844.94,,2023-06-20
txn_2017,user_3153,1788.39,Accessories,2023-01-07
txn_2018,user_2781,396.91,,2023-01-21
txn_2019,user_3740,2508.33,Accessories,2023-04-08
txn_2020,user_1364,-1008.59,Accessories,2023-05-14
txn_2021,user_1151,2047.95,Apparel,2023-06-13
txn_2022,user_1112,2221.9,Footwear,2023-05-18
txn_2023,user_918,3088.53,,2023-04-13
txn_2024,user_140,952.94,Footwear,2023-06-01
txn_2025,user_959,-415.61,Apparel,2023-01-21
txn_2026,user_2717,2147.08,Accessories,2023-05-11
txn_2027,user_2600,3440.41,Beauty,2023-06-09
txn_2028,user_994,2991.16,,2023-01-12
txn_2029,user_1435,2167.73,Beauty,2023-01-09
txn_2030,user_1944,-1606.69,Accessories,2023-02-28
txn_2031,user_1382,2645.7,Apparel,2023-05-05
txn_2032,user_1535,1221.16,Apparel,2023-04-23
txn_2033,user_658,2381.09,Apparel,2023-01-09
txn_2034,user_2217,2404.38,Accessories,2023-03-25
txn_2035,user_1627,2848.17,,2023-01-20
txn_2036,user_3095,4207.73,Beauty,2023-06-24
txn_2037,user_2424,2313.93,Apparel,2023-02-15
txn_2038,user_1728,1592.83,,2023-05-18
txn_2039,user_2915,1979.54,Beauty,2023-04-03
txn_2040,user_1373,584.74,Accessories,2023-02-19
txn_2041,user_3637,1444.23,,2023-06-20
txn_2042,user_1954,1672.57,,2023-01-21
txn_2043,user_1745,1580.73,,2023-06-12
txn_2044,user_177,2121.88,Accessories,2023-01-20
txn_2045,user_430,1342.06,,2023-05-22
txn_2046,user_1825,2896.82,Accessories,2023-06-30
txn_2047,user_1945,2000.17,Footwear,2023-01-22
txn_2048,user_1945,1992.56,,2023-03-24
txn_2049,user_1202,1737.68,Accessories,2023-05-03
txn_2050,user_3784,2124.15,Apparel,2023-04-12
txn_2051,user_163,2660.08,,2023-03-29
txn_2052,user_3022,1306.3,,2023-05-10
txn_2053,user_2744,1473.51,,2023-04-06
txn_2054,user_3531,1757.02,,2023-03-01
txn_2055,user_3805,923.3,Beauty,2023-06-30
txn_2056,user_1496,1344.59,Apparel,2023-03-24
txn_2057,user_1745,1619.02,Beauty,2023-04-27
txn_2058,user_210,2699.51,,2023-03-30
txn_2059,user_3346,2210.05,Beauty,2023-02-11
txn_2060,user_1597,2154.87,,2023-05-25
txn_2061,user_2203,-2680.72,Apparel,2023-04-05
txn_2062,user_516,1890.1,,2023-02-08
txn_2063,user_109,-2312.37,Accessories,2023-03-07
txn_2064,user_1631,1917.42,Apparel,2023-04-19
txn_2065,user_2946,2212.29,Accessories,2023-04-15
txn_2066,user_161,1533.79,,2023-04-13
txn_2067,user_2600,48.95,Footwear,2023-02-11
txn_2068,user_978,1892.58,Accessories,2023-06-27
txn_2069,user_3361,3138.2,,2023-05-14
txn_2070,user_826,2740.97,Footwear,2023-02-28
txn_2071,user_2679,-2772.32,,2023-03-05
txn_2072,user_2666,2988.9,Accessories,2023-05-11
txn_2073,user_1330,2070.93,,2023-02-12
txn_2074,user_2055,2157.85,,2023-02-14
txn_2075,user_3053,-1505.88,Beauty,2023-04-20
txn_2076,user_1781,1747.14,Accessories,2023-05-08
txn_2077,user_2501,2492.62,,2023-01-23
txn_2078,user_144,2963.11,Apparel,2023-02-08
txn_2079,user_3459,1888.44,Apparel,2023-01-01
txn_2080,user_161,-1639.85,Footwear,2023-04-18
txn_2081,user_1636,2000.42,Apparel,2023-04-30
txn_2082,user_2297,-2480.97,,2023-05-11
txn_2083,user_3380,844.92,Accessories,2023-03-20
txn_2084,user_2843,163.06,,2023-05-29
txn_2085,user_3657,-1559.57,Footwear,2023-05-07
txn_2086,user_2846,1023.43,Beauty,2023-03-30
txn_2087,user_15,1593.49,,2023-06-05
txn_2088,user_3126,1881.78,Footwear,2023-04-01
txn_2089,user_256,1637.4,Footwear,2023-02-04
txn_2090,user_3330,3161.97,Apparel,2023-04-03
txn_2091,user_3919,2261.4,Footwear,2023-04-27
txn_2092,user_1343,2240.38,Footwear,2023-05-04
txn_2093,user_300,2497.77,Beauty,2023-04-12
txn_2094,user_3053,1088.93,Apparel,2023-04-07
txn_2095,user_685,2831.29,,2023-02-18
txn_2096,user_871,1939.39,Apparel,2023-06-21
txn_2097,user_199,2536.38,Beauty,2023-06-24
txn_2098,user_183,1142.51,Beauty,2023-03-17
txn_2099,user_1264,756.99,,2023-02-26
txn_2100,user_1213,2654.31,Beauty,2023-03-09
txn_2101,user_2354,2301.13,,2023-03-24
txn_2102,user_40,1278.36,Footwear,2023-01-25
txn_2103,user_3804,1304.27,Footwear,2023-02-26
txn_2104,user_473,2900.35,,2023-02-27
txn_2105,user_1118,1048.47,Beauty,2023-02-14
txn_2106,user_423,3314.14,Accessories,2023-01-19
txn_2107,user_2615,-1279.5,,2023-02-26
txn_2108,user_1854,2510.71,Accessories,2023-01-28
txn_2109,user_1556,1737.11,,2023-04-15
txn_2110,user_2846,2482.55,,2023-05-28
txn_2111,user_2293,1564.71,Footwear,2023-06-06
txn_2112,user_2942,1869.77,Footwear,2023-06-15
txn_2113,user_536,2032.74,Beauty,2023-01-09
txn_2114,user_653,1198.25,Accessories,2023-06-28
txn_2115,user_2558,2592.66,Beauty,2023-02-25
txn_2116,user_3634,1589.43,Accessories,2023-06-17
txn_2117,user_2730,1817.12,Apparel,2023-02-06
txn_2118,user_272,1204.52,,2023-05-26
txn_2119,user_3314,49.87,,2023-06-01
txn_2120,user_2929,1847.18,Footwear,2023-03-24
txn_2121,user_784,3930.09,Accessories,2023-05-28
txn_2122,user_1497,2627.68,Apparel,2023-01-22
txn_2123,user_3170,1984.59,Accessories,2023-03-11
txn_2124,user_2332,1789.69,Apparel,2023-03-28
txn_2125,user_3243,2017.97,Accessories,2023-03-07
txn_2126,user_1478,2437.7,,2023-05-26
txn_2127,user_411,1055.35,Footwear,2023-01-19
txn_2128,user_19,2891.46,,2023-02-22
txn_2129,user_2066,2572.31,Beauty,2023-01-01
txn_2130,user_2587,2574.55,Footwear,2023-06-12
txn_2131,user_1760,-2350.78,Accessories,2023-02-03
txn_2132,user_274,2015.69,Apparel,2023-01-02
txn_2133,user_139,2538.29,,2023-05-05
txn_2134,user_2494,2473.45,Footwear,2023-01-21
txn_2135,user_166,1716.77,,2023-03-14
txn_2136,user_2258,1541.12,Accessories,2023-02-14
txn_2137,user_1422,2081.49,Accessories,2023-04-21
txn_2138,user_3855,3239.22,Beauty,2023-02-06
txn_2139,user_749,1008.71,Apparel,2023-06-14
txn_2140,user_1320,825.98,Accessories,2023-01-25
txn_2141,user_1885,-2131.81,Accessories,2023-04-08
txn_2142,user_2040,2040.71,,2023-02-06
txn_2143,user_2540,2138.67,,2023-04-16
txn_2144,user_3089,2195.16,Apparel,2023-04-30
txn_2145,user_38,1821.44,Accessories,2023-06-23
txn_2146,user_2115,3191.89,Footwear,2023-03-03
txn_2147,user_1370,719.28,,2023-02-18
txn_2148,user_3879,1337.2,,2023-06-20
txn_2149,user_3631,1917.4,Accessories,2023-01-22
txn_2150,user_1893,685.45,,2023-02-05
txn_2151,user_223,1859.32,Beauty,2023-01-06
txn_2152,user_164,3329.18,Footwear,2023-06-28
txn_2153,user_30,2016.71,Beauty,2023-04-11
txn_2154,user_532,2184.56,Footwear,2023-02-13
txn_2155,user_1483,991.87,,2023-02-10
txn_2156,user_1885,1506.91,Accessories,2023-02-25
txn_2157,user_2288,1699.84,,2023-04-12
txn_2158,user_3124,1745.83,Footwear,2023-03-28
txn_2159,user_240,3025.32,Footwear,2023-03-19
txn_2160,user_2169,2446.15,Footwear,2023-06-24
txn_2161,user_3032,1110.83,Footwear,2023-01-01
txn_2162,user_293,2197.2,Beauty,2023-03-07
txn_2163,user_1737,2398.58,Apparel,2023-03-05
txn_2164,user_2172,-2912.12,,2023-03-25
txn_2165,user_3030,3264.43,Apparel,2023-05-19
txn_2166,user_1292,1187.92,Apparel,2023-02-24
txn_2167,user_2396,1351.31,Apparel,2023-01-31
txn_2168,user_2836,993.94,Accessories,2023-03-11
txn_2169,user_887,1812.78,Accessories,2023-01-12
txn_2170,user_2392,2373.09,,2023-05-31
txn_2171,user_3666,2789.87,Accessories,2023-01-11
txn_2172,user_2719,1939.24,Beauty,2023-06-28
txn_2173,user_81,-1744.12,,2023-05-04
txn_2174,user_3593,2121.41,,2023-03-16
txn_2175,user_2732,1331.89,Accessories,2023-03-25
txn_2176,user_2136,3671.63,Footwear,2023-02-11
txn_2177,user_1440,713.87,Beauty,2023-04-23
txn_2178,user_1599,2147.79,Beauty,2023-03-27
txn_2179,user_1501,3618.88,Accessories,2023-03-21
txn_2180,user_3969,2005.44,Footwear,2023-05-07
txn_2181,user_2023,1847.97,Apparel,2023-06-04
txn_2182,user_861,1714.04,Accessories,2023-02-03
txn_2183,user_2900,1855.69,Beauty,2023-03-21
txn_2184,user_2498,3098.28,Footwear,2023-02-14
txn_2185,user_370,230.51,Apparel,2023-06-06
txn_2186,user_3936,3226.75,Footwear,2023-02-18
txn_2187,user_2086,860.83,Accessories,2023-06-05
txn_2188,user_2243,1786.68,,2023-03-15
txn_2189,user_744,1656.6,,2023-06-29
txn_2190,user_911,2470.84,Beauty,2023-05-08
txn_2191,user_1841,721.5,Apparel,2023-02-15
txn_2192,user_1039,-2369.74,,2023-03-04
txn_2193,user_2120,3619.45,Footwear,2023-04-07
txn_2194,user_601,909.46,Apparel,2023-05-06
txn_2195,user_1385,2151.76,Footwear,2023-02-25
txn_2196,user_2996,1470.41,,2023-03-18
txn_2197,user_3740,2340.71,Beauty,2023-06-16
txn_2198,user_1769,2015.32,,2023-04-22
txn_2199,user_1312,1486.81,Accessories,2023-05-11
txn_2200,user_586,2390.3,Beauty,2023-04-02
txn_2201,user_1229,3443.48,,2023-04-10
txn_2202,user_3508,1847.28,,2023-05-31
txn_2203,user_278,2575.81,,2023-05-22
txn_2204,user_2335,965.38,,2023-01-08
txn_2205,user_2623,1234.85,Beauty,2023-05-11
txn_2206,user_3797,2377.93,,2023-01-27
txn_2207,user_3768,3187.29,,2023-06-27
txn_2208,user_3590,2284.49,,2023-02-02
txn_2209,user_3869,1749.55,,2023-02-21
txn_2210,user_1673,1999.43,Beauty,2023-01-30
txn_2211,user_2557,-999.67,Accessories,2023-01-07
txn_2212,user_1298,2483.61,Apparel,2023-03-30
txn_2213,user_3882,2705.87,Accessories,2023-01-25
txn_2214,user_178,1638.33,Accessories,2023-06-02
txn_2215,user_2563,1623.97,,2023-05-14
txn_2216,user_1645,2212.7,,2023-04-08
txn_2217,user_3628,1650.62,Accessories,2023-05-23
txn_2218,user_2162,1947.09,Apparel,2023-05-05
txn_2219,user_295,3679.78,Beauty,2023-02-02
